patch_addr,mem_old,patch
0x1056459,90E8AB089A69,FF1588885801
0x105646b,90E867E39D69,FF1514865801
0x105663f,90E85B06C474,FF1588805801
0x1056657,90E84306C474,FF1588805801
0x1058ec9,90E8B1C9C374,FF1594805801
0x1058f11,90E8F9B7C374,FF157C805801
0x1058f2d,90E86DDDC374,FF1588805801
0x1059071,90E829DCC374,FF1588805801
0x1059096,90E804DCC374,FF1588805801
0x105a10d,90E86DB7C374,FF1594805801
0x105a155,90E8B5A5C374,FF157C805801
0x105a170,90E82ACBC374,FF1588805801
0x105a289,90E811CAC374,FF1588805801
0x105a2ae,90E8ECC9C374,FF1588805801
0x105a5ea,90E8B0C6C374,FF1588805801
0x105a646,90E8049BC374,FF1580805801
0x105a657,90E843C6C374,FF1588805801
0x105a721,90E879C5C374,FF1588805801
0x105a967,90E823DDC374,FF1574805801
0x105aa90,90E874C29969,FF1588885801
0x105ab3c,90E84EDBC374,FF1574805801
0x105ac22,90E8E89AC374,FF157C805801
0x105ac4d,90E8EDC2C374,FF1570805801
0x105c0a0,90E86AF79969,FF157C875801
0x105c160,90E8AAF69969,FF157C875801
0x105c27c,90E88EF59969,FF157C875801
0x105f231,90E8D9C09969,FF1548875801
0x105f285,90E885C09969,FF1548875801
0x105f8cf,90E93BBA9969,FF2548875801
0x105f92f,90E9DBB99969,FF2548875801
0x105fa8f,90E97BB89969,FF2548875801
0x105faaf,90E95BB89969,FF2548875801
0x1063564,90E8A67D9969,FF1548875801
0x1063923,90E8E7799969,FF1548875801
0x10646ff,90E80B6C9969,FF1548875801
0x1065434,90E8D65E9969,FF1548875801
0x10654b1,90E8595E9969,FF1548875801
0x1066180,90E88A519969,FF1548875801
0x1067023,90E8E7429969,FF1548875801
0x1070f4f,90E9BBA39869,FF2548875801
0x1070f6f,90E99BA39869,FF2548875801
0x1072bb4,90E856879869,FF1548875801
0x107364d,90E8BD7C9869,FF1548875801
0x1080954,90E8B0639769,FF1588885801
0x10830de,90E92C829769,FF2548875801
0x1083c91,90E879769769,FF1548875801
0x1083e7d,90E88D749769,FF1548875801
0x1087e34,90E8D6349769,FF1548875801
0x1087ea2,90E868349769,FF1548875801
0x1097ff3,90E817B19A69,FF1518875801
0x1098edf,90E82B249669,FF1548875801
0x109981f,90E8EB1A9669,FF1548875801
0x1099cba,90E850169669,FF1548875801
0x1099d15,90E8F5159669,FF1548875801
0x1099d84,90E886159669,FF1548875801
0x109a44e,90E8BC0E9669,FF1548875801
0x10ad66f,90E99BDC9469,FF2548875801
0x10ad68f,90E97BDC9469,FF2548875801
0x10adb21,90E8E9D79469,FF1548875801
0x10adc0e,90E8FCD69469,FF1548875801
0x10b11df,90E92BA19469,FF2548875801
0x10b11ff,90E90BA19469,FF2548875801
0x10b2504,90E8068E9469,FF1548875801
0x10b26b9,90E8518C9469,FF1548875801
0x10b286a,90E8A08A9469,FF1548875801
0x10b2c8f,90E97B869469,FF2548875801
0x10b2caf,90E95B869469,FF2548875801
0x10b48f7,90E8136A9469,FF1548875801
0x10b4960,90E8AA699469,FF1548875801
0x10b5063,90E8A7629469,FF1548875801
0x10bbdf2,90E818739869,FF1518875801
0x10bbe19,90E8F1729869,FF1518875801
0x10bbf80,90E88A719869,FF1518875801
0x10bbfa7,90E863719869,FF1518875801
0x10bc853,90E8B7689869,FF1518875801
0x10bc880,90E88A689869,FF1518875801
0x10bc8c8,90E842689869,FF1518875801
0x10bc8f5,90E815689869,FF1518875801
0x10bfedf,90E92BB49369,FF2548875801
0x10bfeff,90E90BB49369,FF2548875801
0x10c1920,90E8EA999369,FF1548875801
0x10c1f1a,90E8F0939369,FF1548875801
0x10c342f,90E9DB7E9369,FF2548875801
0x10c344f,90E9BB7E9369,FF2548875801
0x10ca8f0,90E81A0A9369,FF1548875801
0x10cad4c,90E8BE059369,FF1548875801
0x10da6e1,90E9290C9269,FF2548875801
0x10da701,90E9090C9269,FF2548875801
0x10db796,90E874FB9169,FF1548875801
0x10dba45,90E8C5F89169,FF1548875801
0x10dedaf,90E95BC59169,FF2548875801
0x10dedcf,90E93BC59169,FF2548875801
0x10e1171,90E899A19169,FF1548875801
0x10e12fe,90E80CA09169,FF1548875801
0x10e13d1,90E8399F9169,FF1548875801
0x10e937f,90E88B1F9169,FF1548875801
0x10e94c5,90E8451E9169,FF1548875801
0x10e9534,90E8D61D9169,FF1548875801
0x10e98d8,90E8321A9169,FF1548875801
0x10e9d0d,90E8FD159169,FF1548875801
0x10ea0b6,90E854129169,FF1548875801
0x10ec2ce,90E93CF09069,FF2548875801
0x10ec2ee,90E91CF09069,FF2548875801
0x10f091c,90E8EEA99069,FF1548875801
0x10f0f7a,90E890A39069,FF1548875801
0x10f1211,90E8F9A09069,FF1548875801
0x10f59af,90E95B599069,FF2548875801
0x10f59cf,90E93B599069,FF2548875801
0x10f8234,90E8D6309069,FF1548875801
0x10f8a53,90E8B7289069,FF1548875801
0x10f8dd7,90E833259069,FF1548875801
0x10f90ff,90E80B229069,FF1548875801
0x10fc595,90E8DD009069,FF15E8865801
0x10fc83a,90E838FE8F69,FF15E8865801
0x10fca45,90E8BBFC8F69,FF15F8855801
0x10fcef4,90E80CF88F69,FF15F8855801
0x1107797,90E844F38E69,FF1514885801
0x1108b0d,90E89DB7BA75,FF1564895801
0x1108ddd,90E80DACEC74,FF1534805801
0x1115ae0,90E97B8C8E69,FF259C875801
0x1117e49,90E8C1398E69,FF157C875801
0x1117fb4,90E9F3E08C69,FF2564885801
0x1118671,90E8DF148E69,FF15CC865801
0x1118d21,90E8E8598E69,FF15B0865801
0x1118dc6,90E843598E69,FF15B0865801
0x1119480,90E989528E69,FF25B0865801
0x111959d,90E8BE518E69,FF159C875801
0x11195bf,90E8AB238E69,FF15F0855801
0x1119611,90E849288E69,FF15F4855801
0x1119626,90E835518E69,FF159C875801
0x111b5df,90E92BFD8D69,FF2548875801
0x111b5ff,90E90BFD8D69,FF2548875801
0x112094e,90E80DDE8D69,FF159C875801
0x11258a3,90E8675F8D69,FF157C875801
0x1126319,90E8F1548D69,FF157C875801
0x112e8b9,90E851CA8C69,FF1548875801
0x1133419,90E8F17E8C69,FF1548875801
0x11357c2,90E8485B8C69,FF1548875801
0x113e0fe,90E873F28B69,FF1518885801
0x113e1a3,90E838898B69,FF1514885801
0x11446ad,90E8FA198A69,FF1564885801
0x11447ac,90E8FB188A69,FF1564885801
0x114d012,90E85F038B69,FF1518885801
0x114eaa7,90E863468F69,FF1518875801
0x114f3bb,90E8B6798A69,FF15BC885801
0x114f526,90E8E3F18A69,FF15B0865801
0x1162654,90E8B5C08969,FF15B0865801
0x11660d9,90E899658969,FF15E8865801
0x11684e7,90E823338969,FF157C875801
0x1168523,90E8E7328969,FF157C875801
0x11704a3,90E867B38869,FF157C875801
0x117cdb2,90E89ECD8769,FF15CC865801
0x117cdc0,90E89A51ED74,FF159C825801
0x11a2b05,90E8507E8969,FF1524865801
0x11a345e,90E8F7748969,FF1524865801
0x11a6ea3,90E838FC8469,FF1514885801
0x11a763d,90E89EF48469,FF1514885801
0x11a8a93,90E8C21E8969,FF1524865801
0x11a8c1c,90E8391D8969,FF1524865801
0x11a8d9e,90E8B71B8969,FF1524865801
0x11abd8e,90E84CCDE974,FF1538825801
0x11b0dd0,90E80B5D8469,FF1514885801
0x11b1165,90E876598469,FF1514885801
0x11b21f4,90E816968469,FF157C875801
0x11b270c,90E8CF438469,FF1514885801
0x11b2c62,90E8A88B8469,FF157C875801
0x11b3b6c,90E89E7C8469,FF157C875801
0x11b6e81,90E8CF2C8469,FF15CC865801
0x11b6e92,90E8422F8469,FF1548885801
0x11b7607,90E8CD278469,FF1548885801
0x11b7643,90E80D258469,FF15CC865801
0x11b793a,90E8D0B78869,FF1518875801
0x11ba92f,90E9DB098469,FF2548875801
0x11ba94b,90E9BF098469,FF2548875801
0x11ba96b,90E99F098469,FF2548875801
0x11ba9df,90E92B098469,FF2548875801
0x11ba9ff,90E90B098469,FF2548875801
0x11baa1f,90E9EB088469,FF2548875801
0x11c0710,90E8FA298869,FF1518875801
0x11ca128,90E8ACFC8269,FF1548885801
0x11d3ff7,90E813738269,FF1548875801
0x11d4066,90E8A4728269,FF1548875801
0x11d40b1,90E859728269,FF1548875801
0x11e8060,90E8AA328169,FF1548875801
0x11e80d4,90E836328169,FF1548875801
0x11ecc10,90E8FAE68069,FF1548875801
0x11eccb0,90E85AE68069,FF1548875801
0x11ed622,90E888E88069,FF15AC885801
0x11edffc,90E8BE568569,FF15EC855801
0x11f2ede,90E82C898069,FF157C875801
0x11f33e0,90E82A848069,FF157C875801
0x1221861,90E9A99A7D69,FF2548875801
0x1221881,90E9899A7D69,FF2548875801
0x122a886,90E8840A7D69,FF1548875801
0x122b3d6,90E834FF7C69,FF1548875801
0x123adac,90E85E057C69,FF1548875801
0x126ef95,90E874F77869,FF15B0865801
0x129ef51,90E8EF767469,FF1590865801
0x129f559,90E860EF7569,FF1520865801
0x129f621,90E898EE7569,FF1520865801
0x129f6d2,90E809747569,FF1514885801
0x129f802,90E8D9727569,FF1514885801
0x12a1b2f,90E9DB977569,FF2548875801
0x12a1b6f,90E99B977569,FF2548875801
0x12a1bef,90E91B977569,FF2548875801
0x12a1caf,90E95B967569,FF2548875801
0x12a1d0f,90E9FB957569,FF2548875801
0x12a1d3f,90E9CB957569,FF2548875801
0x12a1d6f,90E99B957569,FF2548875801
0x12a1d8f,90E97B957569,FF2548875801
0x12a9e6c,90E86FCC7469,FF1514885801
0x12aa014,90E8C7CA7469,FF1514885801
0x12abad6,90E8E47B7969,FF15EC855801
0x12c03ed,90E81DAF7369,FF1548875801
0x12c0689,90E881AC7369,FF1548875801
0x12c06f4,90E816AC7369,FF1548875801
0x12c07d6,90E834AB7369,FF1548875801
0x12c7f1d,90E8ED337369,FF1548875801
0x12c864d,90E8BD2C7369,FF1548875801
0x12c86bd,90E84D2C7369,FF1548875801
0x12c872d,90E8DD2B7369,FF1548875801
0x12db606,90E804FD7169,FF1548875801
0x12df8a3,90E867BA7169,FF1548875801
0x12e5f94,90E8470B7169,FF1514885801
0x12eb830,90E8DAFA7069,FF1548875801
0x12f5d85,90E8560D7069,FF1514885801
0x12fd2c1,90E81A986F69,FF1514885801
0x12fe75a,90E881836F69,FF1514885801
0x130c779,90E8416F7369,FF15EC855801
0x131dfcd,90E8EE406D69,FF151C885801
0x131e51d,90E8BE856D69,FF1514885801
0x131e53c,90E89F856D69,FF1514885801
0x131e559,90E882856D69,FF1514885801
0x131e573,90E868856D69,FF1514885801
0x131ecb9,90E89CBC7169,FF1524865801
0x131edda,90E87BBB7169,FF1524865801
0x131f2f0,90E865B67169,FF1524865801
0x131fa26,90E82FAF7169,FF1524865801
0x131faa1,90E8B4AE7169,FF1524865801
0x131feb6,90E89FAA7169,FF1524865801
0x131ff45,90E810AA7169,FF1524865801
0x131ff5a,90E8FBA97169,FF1524865801
0x13200d4,90E881A87169,FF1524865801
0x132012d,90E828A87169,FF1524865801
0x132159b,90E840556D69,FF1514885801
0x1321808,90E8D3526D69,FF1514885801
0x13292af,90E95B206D69,FF2548875801
0x13292cf,90E93B206D69,FF2548875801
0x13292ef,90E91B206D69,FF2548875801
0x132930f,90E9FB1F6D69,FF2548875801
0x132932f,90E9DB1F6D69,FF2548875801
0x132934f,90E9BB1F6D69,FF2548875801
0x132936f,90E99B1F6D69,FF2548875801
0x132938f,90E97B1F6D69,FF2548875801
0x1330c86,90E884A66C69,FF1548875801
0x1330d54,90E8B6A56C69,FF1548875801
0x1330e24,90E8E6A46C69,FF1548875801
0x1330ef4,90E816A46C69,FF1548875801
0x133199e,90E86C996C69,FF1548875801
0x1331b4e,90E8BC976C69,FF1548875801
0x1331c3d,90E8CD966C69,FF1548875801
0x1331d1d,90E8ED956C69,FF1548875801
0x1331daf,90E85B956C69,FF1548875801
0x133292c,90E8DE896C69,FF1548875801
0x133299e,90E86C896C69,FF1548875801
0x1332a0e,90E8FC886C69,FF1548875801
0x1332a80,90E88A886C69,FF1548875801
0x1333fa3,90E867736C69,FF1548875801
0x133406d,90E89D726C69,FF1548875801
0x133412d,90E8DD716C69,FF1548875801
0x13341fd,90E80D716C69,FF1548875801
0x1336c51,90E8B9466C69,FF1548875801
0x1336db4,90E856456C69,FF1548875801
0x1336f14,90E8F6436C69,FF1548875801
0x13371da,90E830416C69,FF1548875801
0x13418d3,90E81E576B69,FF15F8865801
0x1341950,90E8A1566B69,FF15F8865801
0x1342556,90E88465D074,FF1538825801
0x13431a2,90E898E9D074,FF1544825801
0x134335a,90E8508B6B69,FF15AC885801
0x134337a,90E8308B6B69,FF15AC885801
0x134339a,90E8108B6B69,FF15AC885801
0x1343b50,90E8BA48D074,FF1524825801
0x1343b71,90E839A7D074,FF15C4825801
0x1344ab4,90E8F651B774,FF15408E5801
0x1344bd7,90E835A66E69,FF15C8865801
0x134597b,90E8BFA82275,FF15A0895801
0x134599b,90E8CFB4D074,FF15CC825801
0x1345a0c,90E82EA82275,FF15A0895801
0x1345a33,90E837B4D074,FF15CC825801
0x1345be7,90E84330D074,FF1588815801
0x1345bf2,90E8D89BD074,FF1580835801
0x134662b,90E80FA3D074,FF15A0825801
0x1346635,90E8757CD074,FF15C4825801
0x1346df5,90E8E581C874,FF1544805801
0x1346e68,90E8C282C874,FF1514805801
0x1346ef9,90E8E1C1C874,FF1518805801
0x1346f28,90E8F1C16A69,FF1584875801
0x1346f44,90E8F682C874,FF1540805801
0x134703c,90E80E81C874,FF153C805801
0x1347089,90E890C06A69,FF1584875801
0x134717c,90E8CE7FC874,FF153C805801
0x1347c97,90E8C3342775,FF15A4895801
0x1347cfd,90E83D852275,FF15A0895801
0x1347d36,90E8048CD074,FF15A0825801
0x1347d40,90E86A65D074,FF15C4825801
0x1347fad,90E8DD9C2275,FF15A8895801
0x13480bc,90E8CE9B2275,FF15A8895801
0x1348608,90E8F226F075,FF153C8E5801
0x13487a5,90E89581D074,FF15A0825801
0x1348909,90E8C1A2EB75,FF152C8E5801
0x1348a7a,90E8C0772275,FF15A0895801
0x1348b12,90E828772275,FF15A0895801
0x1348fa7,90E8C3292175,FF15B4895801
0x1348fbb,90E84FA02275,FF15B0895801
0x1349ae5,90E855672275,FF15A0895801
0x1349c58,90E822C02175,FF15B8895801
0x134a351,90E819162175,FF15B4895801
0x134a365,90E8A58C2275,FF15B0895801
0x134c3e9,90E8513E2275,FF15A0895801
0x134c9e5,90E855382275,FF15A0895801
0x134cd28,90E8F31E6B69,FF1570875801
0x134cdcd,90E8CD582275,FF15848A5801
0x134cdd5,90E865342275,FF15A0895801
0x134ce99,90E8A1D42075,FF15C4895801
0x134cf35,90E805D42075,FF15C4895801
0x134e27f,90E87BCAEF75,FF153C8E5801
0x134e39a,90E8A025D074,FF15A0825801
0x134e97a,90E880C3EF75,FF153C8E5801
0x134eb34,90E8C6C1EF75,FF153C8E5801
0x134ebcc,90E86E162275,FF15A0895801
0x134ec05,90E8351DD074,FF15A0825801
0x134ec0f,90E89BF6CF74,FF15C4825801
0x134ed11,90E8F37F6A69,FF1588885801
0x134eef6,90E804BEEF75,FF153C8E5801
0x134ef98,90E8A219D074,FF15A0825801
0x134f478,90E85237EB75,FF152C8E5801
0x134f896,90E864B4EF75,FF153C8E5801
0x134fbd6,90E894BD2075,FF15B4895801
0x134fbea,90E820342275,FF15B0895801
0x134fc78,90E8C2052275,FF15A0895801
0x135049a,90E890C82075,FF15108A5801
0x1350a0a,90E830782075,FF15D4895801
0x1350a1b,90E8CF5AD174,FF1518825801
0x1352ce5,90E81F406A69,FF1588885801
0x1353140,90E8C43B6A69,FF1588885801
0x1353151,90E8713A6A69,FF156C875801
0x135327e,90E8863A6A69,FF1588885801
0x135328f,90E833396A69,FF156C875801
0x13533be,90E846396A69,FF1588885801
0x13533cf,90E8F3376A69,FF156C875801
0x135346d,90E897386A69,FF1588885801
0x135347e,90E844376A69,FF156C875801
0x1353524,90E8E0376A69,FF1588885801
0x1353535,90E88D366A69,FF156C875801
0x1353579,90E88B376A69,FF1588885801
0x135358a,90E838366A69,FF156C875801
0x1353668,90E89C366A69,FF1588885801
0x1353679,90E849356A69,FF156C875801
0x1353725,90E882296969,FF1564885801
0x13537b9,90E880056D69,FF1500885801
0x13537cf,90E8A2356A69,FF15BC885801
0x1353834,90E814036D69,FF1508885801
0x135387b,90E82C286969,FF1564885801
0x1353d96,90E8646FEF75,FF153C8E5801
0x1353fff,90E8FB6CEF75,FF153C8E5801
0x1376949,90E8AC746869,FF15E4855801
0x13769db,90E81A746869,FF15E4855801
0x1385b71,90E999576769,FF2548875801
0x13881a7,90E863316769,FF1548875801
0x13882b5,90E855306769,FF1548875801
0x13943df,90E92B6F6669,FF2548875801
0x139593d,90E8CD596669,FF1548875801
0x1395b85,90E8B5D7CB74,FF15B4815801
0x1395ba9,90E851E0966B,FF15248B5801
0x1396245,90E875C01D75,FF15088A5801
0x1396254,90E8A6AACB74,FF1538815801
0x1396260,90E8FA391C75,FF15CC895801
0x1396350,90E8AAA9CB74,FF1538815801
0x13963a1,90E839C71B75,FF15208A5801
0x13963cd,90E8CD2B1C75,FF152C8A5801
0x1396758,90E842CACB74,FF15A8815801
0x139676f,90E85BD1966B,FF15308B5801
0x139678c,90E83BCD6469,FF150C875801
0x13967b7,90E8A3A1CB74,FF15AC815801
0x13967c4,90E8C6B3CB74,FF15A0815801
0x1396faf,90E95B436669,FF2548875801
0x139aca6,90E864066669,FF1548875801
0x139b998,90E843B16569,FF1514885801
0x13a9d56,90E824F51A75,FF150C8A5801
0x13a9d63,90E8E7F5C974,FF15F4815801
0x13aa179,90E991166569,FF257C875801
0x13aa9af,90E95B096569,FF2548875801
0x13acacd,90E83DE86469,FF1548875801
0x13acd37,90E8D3E56469,FF1548875801
0x13ad139,90E8D1E66469,FF157C875801
0x13ad15f,90E8ABE66469,FF157C875801
0x13af7c0,90E81B736469,FF1514885801
0x13af7da,90E897756469,FF15BC885801
0x13b859f,90E80B5CC974,FF1504835801
0x13b8677,90E8335BC974,FF1504835801
0x13ba73c,90E8FE8BC974,FF15B4815801
0x13ba745,90E8058AC974,FF1560815801
0x13ba766,90E8E442C974,FF15DC815801
0x13ba76d,90E8AD65C974,FF15A4825801
0x13ba779,90E87189C974,FF15EC815801
0x13ba788,90E85279C974,FF1570835801
0x13ba7a5,90E8F52DE675,FF15348E5801
0x13ba7cc,90E81E2EE675,FF15388E5801
0x13ba7de,90E8BC69C974,FF1514815801
0x13ba7e6,90E9C439C974,FF2504835801
0x13ba800,90E85A61C974,FF15AC815801
0x13ba82c,90E8BE88C974,FF15EC815801
0x13ba83b,90E89F78C974,FF1570835801
0x13ba852,90E86871CD74,FF1528815801
0x13ba910,90E88A68C974,FF1514815801
0x13c899a,90E81092C874,FF15D4825801
0x13e108f,90E85B22C774,FF1564835801
0x13e1113,90E8D721C774,FF1564835801
0x13e1161,90E88921C774,FF1564835801
0x13e11c7,90E893F7C674,FF15AC815801
0x13e11d1,90E849FBC674,FF15A4825801
0x13e1215,90E8D51EC774,FF15EC815801
0x13e1224,90E8B60EC774,FF1570835801
0x13e1242,90E87807CB74,FF1528815801
0x13e130a,90E8901EC774,FF15A8815801
0x13e134b,90E8FF1DC774,FF1560815801
0x13e1385,90E8C51DC774,FF1560815801
0x13e13bf,90E85BF9C674,FF15A4825801
0x13e158c,90E80EFCC674,FF1514815801
0x13e15b3,90E8871DC774,FF15B4815801
0x13e15bd,90E81D1DC774,FF15B0815801
0x14252fd,90E8BD493375,FF15988B5801
0x142532c,90E8CE103375,FF15948B5801
0x1425c21,90E885485D69,FF154C885801
0x1425c52,90E854485D69,FF154C885801
0x1425f44,90E809265C69,FF1508865801
0x1425f60,90E8DA82C274,FF15E4825801
0x1426212,90E89880C274,FF15C4825801
0x142624a,90E800FB3275,FF15208C5801
0x14262d1,90E8D5415D69,FF154C885801
0x142643e,90E868405D69,FF154C885801
0x142649a,90E80C405D69,FF154C885801
0x1426542,90E8643F5D69,FF154C885801
0x1426931,90E899C75C69,FF15B0875801
0x1426b9e,90E86C4C5D69,FF157C875801
0x142860b,90E8B26B5C69,FF15A8885801
0x142a3d2,90E8D81A5D69,FF15AC885801
0x142a4ac,90E81E8C5C69,FF15B0875801
0x142a5c6,90E843415D69,FF15B0865801
0x142a761,90E8A9105D69,FF157C875801
0x142a7b0,90E81A895C69,FF15B0875801
0x142a7c1,90E809895C69,FF15B0875801
0x142a899,90E831885C69,FF15B0875801
0x142a8c7,90E8430F5D69,FF157C875801
0x142a8ed,90E8BD145D69,FF1568875801
0x142aa62,90E8F93C5D69,FF159C875801
0x142ba12,90E8F8F85C69,FF1548875801
0x142ba23,90E8E7FD5C69,FF157C875801
0x142ba4f,90E8BBF85C69,FF1548875801
0x142bbe1,90E829F75C69,FF1548875801
0x142bc24,90E8E6F65C69,FF1548875801
0x142bc62,90E848025D69,FF15AC885801
0x142bc7c,90E8DF2A5D69,FF159C875801
0x142bca4,90E866F65C69,FF1548875801
0x142bf06,90E804F95C69,FF157C875801
0x142ec41,90E859373375,FF15148C5801
0x142ec4c,90E8FE703275,FF15208C5801
0x142f12f,90E86B673375,FF159C8B5801
0x142f147,90E8036C3275,FF15208C5801
0x142f1ff,90E89B313375,FF15148C5801
0x142f217,90E8336B3275,FF15208C5801
0x142f8b1,90E8F5AB5C69,FF154C885801
0x142fa01,90E8A5AA5C69,FF154C885801
0x142fa6f,90E89BBD5C69,FF157C875801
0x142faaa,90E820365C69,FF15B0875801
0x142fbe8,90E822BC5C69,FF157C875801
0x142fcee,90E81BEA5C69,FF15B0865801
0x142fdd3,90E837BA5C69,FF157C875801
0x142fdee,90E81CBA5C69,FF157C875801
0x142fe3e,90E8CCB95C69,FF157C875801
0x142fe4e,90E85CBF5C69,FF1568875801
0x142fed7,90E8046C5C69,FF1514885801
0x1430040,90E80AEA5C69,FF15AC865801
0x143035a,90E863EE5B69,FF15A8885801
0x1430373,90E829FE5B69,FF15C4875801
0x143042d,90E82EF85B69,FF15C0875801
0x14304a5,90E801A05C69,FF154C885801
0x1430564,90E877655C69,FF1514885801
0x1430618,90E8A2436069,FF1544885801
0x143083d,90E880E95B69,FF15A8885801
0x1430855,90E847F95B69,FF15C4875801
0x143086a,90E8A8E25B69,FF15C8855801
0x14308ae,90E8ADF35B69,FF15C0875801
0x14308d1,90E88AF35B69,FF15C0875801
0x1430adf,90E88BE53275,FF15B48B5801
0x1430dda,90E800493275,FF157C8B5801
0x1430e03,90E887CA3275,FF150C8C5801
0x1430e3d,90E89D483275,FF157C8B5801
0x1430e53,90E837CA3275,FF150C8C5801
0x1430e8a,90E8E0133375,FF15A48B5801
0x1430e98,90E8B24E3275,FF15208C5801
0x1430f3b,90E89F473275,FF157C8B5801
0x1430f73,90E8D74D3275,FF15208C5801
0x1430fd7,90E83323C274,FF15AC825801
0x1430ff6,90E864493375,FF15CC8B5801
0x1431000,90E84A4D3275,FF15208C5801
0x14310b2,90E828463275,FF157C8B5801
0x143111e,90E8DC203375,FF15A88B5801
0x1431128,90E8224C3275,FF15208C5801
0x143115e,90E80C113375,FF15A48B5801
0x1431168,90E8E24B3275,FF15208C5801
0x14311a5,90E805D1C174,FF15C4825801
0x14311e6,90E8C4D0C174,FF15C4825801
0x143124a,90E820DE3275,FF15B48B5801
0x1431254,90E8F64A3275,FF15208C5801
0x14312c5,90E895463375,FF15CC8B5801
0x14312eb,90E87FDD3275,FF15B48B5801
0x1431399,90E801103375,FF15148C5801
0x14313df,90E87BD63275,FF15E48B5801
0x14314a8,90E8E2B43275,FF15E08B5801
0x143156f,90E83BCDC174,FF15C4825801
0x14316ad,90E85D403375,FF15EC8B5801
0x14316b8,90E892463275,FF15208C5801
0x1431ae8,90E862473275,FF15108C5801
0x1431b1b,90E82F423275,FF15208C5801
0x1431bd7,90E8338C3275,FF151C8C5801
0x1431d09,90E871583275,FF15188C5801
0x1431d4c,90E8FE443275,FF15108C5801
0x1431e25,90E8B5383275,FF157C8B5801
0x14322ba,90E84FC45C69,FF15B0865801
0x14322ff,90E80AC45C69,FF15B0865801
0x1433178,90E8F5FC5B69,FF150C885801
0x14333c1,90E8FCBD5B69,FF15A8885801
0x1433441,90E87CBD5B69,FF15A8885801
0x1433492,90E835005B69,FF150C875801
0x14334b5,90E895FCC174,FF1560815801
0x14334cb,90E86FFEC174,FF15B4815801
0x1433955,90E835825C69,FF15D0855801
0x143396e,90E81C825C69,FF15D0855801
0x1433987,90E803825C69,FF15D0855801
0x14339a0,90E8EA815C69,FF15D0855801
0x14339b9,90E8D1815C69,FF15D0855801
0x14339d2,90E8B8815C69,FF15D0855801
0x14339eb,90E89F815C69,FF15D0855801
0x1433a04,90E886815C69,FF15D0855801
0x1433a1d,90E86D815C69,FF15D0855801
0x1433a36,90E854815C69,FF15D0855801
0x1433a4f,90E83B815C69,FF15D0855801
0x1433a68,90E822815C69,FF15D0855801
