patch_addr,mem_old,patch
0xa5792e,90E96C92DF74,FF25E4815801
0xa57928,90E9D2B7DF74,FF25E8815801
0xa57922,90E9C8B7DF74,FF25EC815801
0xa5791c,90E95E0FDF74,FF25F0815801
0xa57916,90E9341ADF74,FF25F4815801
0xa57910,90E9CA8DDF74,FF2504825801
0x14ad1ba,90E960243A74,FF2514825801
0x14ad1c0,90E93A103A74,FF2518825801
0x14ad1cc,90E92E473A74,FF2528825801
0x14ad1d2,90E978633A74,FF252C825801
0x14ad1d8,90E912933B74,FF2530825801
0x14ad1de,90E9AC7C3974,FF2534825801
0x14ad1e4,90E9C6BD3974,FF2538825801
0x14ad1ea,90E920B23974,FF253C825801
0x14ad1f0,90E92A383A74,FF2540825801
0x14ad1f6,90E9A44C3A74,FF2544825801
0x14ad1fc,90E93E983A74,FF2548825801
0x14ad202,90E9287B3974,FF254C825801
0x14ad208,90E9D2B83974,FF2550825801
0x14ad20e,90E96C613A74,FF2554825801
0x14ad214,90E9B64D3A74,FF2558825801
0x14ad21a,90E920493A74,FF255C825801
0x14ad220,90E91A5C3974,FF2560825801
0x14ad226,90E9149F3B74,FF2564825801
0x14ad22c,90E9CE7E3974,FF2568825801
0x14ad232,90E9583C3A74,FF256C825801
0x14ad238,90E9A23A3A74,FF2570825801
0x14ad23e,90E9FC7C3B74,FF2574825801
0x14ad244,90E9D6603A74,FF2578825801
0x14ad24a,90E9805F3A74,FF257C825801
0x14ad250,90E9EA523A74,FF2580825801
0x14ad256,90E9A4523A74,FF2584825801
0x14ad25c,90E9BE523A74,FF2588825801
0x14ad262,90E9F85E3A74,FF258C825801
0x14ad268,90E942813B74,FF2590825801
0x14ad26e,90E96C803B74,FF2594825801
0x14ad274,90E956803B74,FF2598825801
0x14ad27a,90E910813B74,FF259C825801
0x14ad286,90E9A45F3A74,FF25AC825801
0x14ad292,90E9C8233A74,FF25BC825801
0x14ad298,90E9C2243A74,FF25C0825801
0x14ad29e,90E9BC4C3A74,FF25C4825801
0x14ad2a4,90E996363A74,FF25C8825801
0x14ad2aa,90E9703A3A74,FF25CC825801
0x14ad2b0,90E9CA503A74,FF25D0825801
0x14ad2b6,90E954603A74,FF25D4825801
0x14ad2bc,90E93E923B74,FF25D8825801
0x14ad2c2,90E938633A74,FF25DC825801
0x14ad2c8,90E9D2463A74,FF25E0825801
0x14ad2ce,90E94C973A74,FF25E4825801
0x14ad2d4,90E9463C3A74,FF25E8825801
0xa5790a,90E9A069DF74,FF25EC825801
0xa57904,90E97694DF74,FF25F0825801
0xa578fe,90E96C95DF74,FF25F4825801
0xa578f8,90E9D297DF74,FF25F8825801
0xa578f2,90E9B8A2DF74,FF25FC825801
0xa578ec,90E92E69DF74,FF2500835801
0xa578e6,90E9646ADF74,FF2504835801
0xa578e0,90E90A7FDF74,FF2508835801
0xa578da,90E96069DF74,FF250C835801
0xa578d4,90E91698DF74,FF2510835801
0xa578ce,90E98C8DDF74,FF2514835801
0xa578c8,90E9E23BDF74,FF2518835801
0xa578c2,90E9E8B5DE74,FF251C835801
0xa578bc,90E91E72DF74,FF2520835801
0xa578b6,90E9247DDF74,FF2524835801
0xa578b0,90E96A8EDF74,FF2528835801
0xa578aa,90E90069DF74,FF252C835801
0xa578a4,90E91669DF74,FF2530835801
0xa5789e,90E9AC69DF74,FF2534835801
0xa57898,90E9F269DF74,FF2538835801
0xa57892,90E96872DF74,FF253C835801
0x14ad1ae,90E9AC2C3A74,FF2540835801
0x14ad1a8,90E9B24D3974,FF2544835801
0x14ad1a2,90E998813B74,FF2548835801
0x14ad196,90E9B4603A74,FF2558835801
0x14ad190,90E9AA543A74,FF255C835801
0x14ad18a,90E9D0613A74,FF2560835801
0x14ad2da,90E900A03B74,FF2564835801
0x14ad2e0,90E98A503A74,FF2568835801
0x14ad2e6,90E944233A74,FF256C835801
0xa5788c,90E9EE71DF74,FF2570835801
0xa57964,90E9066ADF74,FF2588835801
0x14ad184,90E986DB3D74,FF258C835801
0xa57874,90E9E64F4A76,FF25F8815801
0x14ad1b4,90E9B68EA375,FF2508825801
0x14ad1c6,90E91457A375,FF251C825801
0x14ad280,90E9CADEA175,FF25A0825801
0x14ad28c,90E92EEBA475,FF25B0825801
0x14ad19c,90E98E3DA575,FF254C835801
0xa57886,90E924704876,FF2574835801
0xa57880,90E92A884876,FF2578835801
0xa5787a,90E9F0834776,FF257C835801
0x14ad13c,90E90E52A375,FF2590835801
0x14ad142,90E9B851A375,FF2594835801
0x14ad148,90E9A2BCA575,FF2598835801
0xa57910,90E9CA8DDF74,FF25FC815801
0x14ad1ba,90E960243A74,FF250C825801
0x14ad1c0,90E93A103A74,FF2510825801
0x14ad1cc,90E92E473A74,FF2520825801
0x14ad1d2,90E978633A74,FF2524825801
0x14ad1d8,90E912933B74,FF2528825801
0x14ad1de,90E9AC7C3974,FF252C825801
0x14ad1e4,90E9C6BD3974,FF2530825801
0x14ad1ea,90E920B23974,FF2534825801
0x14ad1f0,90E92A383A74,FF2538825801
0x14ad1f6,90E9A44C3A74,FF253C825801
0x14ad1fc,90E93E983A74,FF2540825801
0x14ad202,90E9287B3974,FF2544825801
0x14ad208,90E9D2B83974,FF2548825801
0x14ad20e,90E96C613A74,FF254C825801
0x14ad214,90E9B64D3A74,FF2550825801
0x14ad21a,90E920493A74,FF2554825801
0x14ad220,90E91A5C3974,FF2558825801
0x14ad226,90E9149F3B74,FF255C825801
0x14ad22c,90E9CE7E3974,FF2560825801
0x14ad232,90E9583C3A74,FF2564825801
0x14ad238,90E9A23A3A74,FF2568825801
0x14ad23e,90E9FC7C3B74,FF256C825801
0x14ad244,90E9D6603A74,FF2570825801
0x14ad24a,90E9805F3A74,FF2574825801
0x14ad250,90E9EA523A74,FF2578825801
0x14ad256,90E9A4523A74,FF257C825801
0x14ad25c,90E9BE523A74,FF2580825801
0x14ad262,90E9F85E3A74,FF2584825801
0x14ad268,90E942813B74,FF2588825801
0x14ad26e,90E96C803B74,FF258C825801
0x14ad274,90E956803B74,FF2590825801
0x14ad27a,90E910813B74,FF2594825801
0x14ad286,90E9A45F3A74,FF25A4825801
0x14ad292,90E9C8233A74,FF25B4825801
0x14ad298,90E9C2243A74,FF25B8825801
0x14ad29e,90E9BC4C3A74,FF25BC825801
0x14ad2a4,90E996363A74,FF25C0825801
0x14ad2aa,90E9703A3A74,FF25C4825801
0x14ad2b0,90E9CA503A74,FF25C8825801
0x14ad2b6,90E954603A74,FF25CC825801
0x14ad2bc,90E93E923B74,FF25D0825801
0x14ad2c2,90E938633A74,FF25D4825801
0x14ad2c8,90E9D2463A74,FF25D8825801
0x14ad2ce,90E94C973A74,FF25DC825801
0x14ad2d4,90E9463C3A74,FF25E0825801
0xa5790a,90E9A069DF74,FF25E4825801
0xa57904,90E97694DF74,FF25E8825801
0xa578fe,90E96C95DF74,FF25EC825801
0xa578f8,90E9D297DF74,FF25F0825801
0xa578f2,90E9B8A2DF74,FF25F4825801
0xa578ec,90E92E69DF74,FF25F8825801
0xa578e6,90E9646ADF74,FF25FC825801
0xa578e0,90E90A7FDF74,FF2500835801
0xa578da,90E96069DF74,FF2504835801
0xa578d4,90E91698DF74,FF2508835801
0xa578ce,90E98C8DDF74,FF250C835801
0xa578c8,90E9E23BDF74,FF2510835801
0xa578c2,90E9E8B5DE74,FF2514835801
0xa578bc,90E91E72DF74,FF2518835801
0xa578b6,90E9247DDF74,FF251C835801
0xa578b0,90E96A8EDF74,FF2520835801
0xa578aa,90E90069DF74,FF2524835801
0xa578a4,90E91669DF74,FF2528835801
0xa5789e,90E9AC69DF74,FF252C835801
0xa57898,90E9F269DF74,FF2530835801
0xa57892,90E96872DF74,FF2534835801
0x14ad1ae,90E9AC2C3A74,FF2538835801
0x14ad1a8,90E9B24D3974,FF253C835801
0x14ad1a2,90E998813B74,FF2540835801
0x14ad196,90E9B4603A74,FF2550835801
0x14ad190,90E9AA543A74,FF2554835801
0x14ad18a,90E9D0613A74,FF2558835801
0x14ad2da,90E900A03B74,FF255C835801
0x14ad2e0,90E98A503A74,FF2560835801
0x14ad2e6,90E944233A74,FF2564835801
0xa5788c,90E9EE71DF74,FF2568835801
0xa57964,90E9066ADF74,FF2580835801
0x14ad184,90E986DB3D74,FF2584835801
0x14ad14e,90E99C613A74,FF259C835801
0x14ad154,90E9B6543A74,FF25A0835801
0x14ad15a,90E910623A74,FF25A4835801
0x14ad160,90E97A4F3A74,FF25A8835801
0x14ad166,90E944373A74,FF25AC835801
0x14ad16c,90E97E643A74,FF25B0835801
0x14ad172,90E938623A74,FF25B4835801
0x14ad178,90E952263A74,FF25B8835801
0xa57a72,90E958E1DE74,FF25BC835801
0x14fc182,90E9487C3574,FF25C0835801
0x14ad17e,90E9DC4C3A74,FF25C4835801
0x14ad1b4,90E9B68EA375,FF2500825801
0x14ad1c6,90E91457A375,FF2514825801
0x14ad280,90E9CADEA175,FF2598825801
0x14ad28c,90E92EEBA475,FF25A8825801
0x14ad19c,90E98E3DA575,FF2544835801
0xa57886,90E924704876,FF256C835801
0xa57880,90E92A884876,FF2570835801
0xa5787a,90E9F0834776,FF2574835801
0x14ad13c,90E90E52A375,FF2588835801
0x14ad142,90E9B851A375,FF258C835801
0x14ad148,90E9A2BCA575,FF2590835801
0x14ad1ba,90E960243A74,FF2504825801
0x14ad1c0,90E93A103A74,FF2508825801
0x14ad1cc,90E92E473A74,FF2518825801
0x14ad1d2,90E978633A74,FF251C825801
0x14ad1d8,90E912933B74,FF2520825801
0x14ad1de,90E9AC7C3974,FF2524825801
0x14ad1e4,90E9C6BD3974,FF2528825801
0x14ad1ea,90E920B23974,FF252C825801
0x14ad1f0,90E92A383A74,FF2530825801
0x14ad1f6,90E9A44C3A74,FF2534825801
0x14ad1fc,90E93E983A74,FF2538825801
0x14ad202,90E9287B3974,FF253C825801
0x14ad208,90E9D2B83974,FF2540825801
0x14ad20e,90E96C613A74,FF2544825801
0x14ad214,90E9B64D3A74,FF2548825801
0x14ad21a,90E920493A74,FF254C825801
0x14ad220,90E91A5C3974,FF2550825801
0x14ad226,90E9149F3B74,FF2554825801
0x14ad22c,90E9CE7E3974,FF2558825801
0x14ad232,90E9583C3A74,FF255C825801
0x14ad238,90E9A23A3A74,FF2560825801
0x14ad23e,90E9FC7C3B74,FF2564825801
0x14ad244,90E9D6603A74,FF2568825801
0x14ad24a,90E9805F3A74,FF256C825801
0x14ad250,90E9EA523A74,FF2570825801
0x14ad256,90E9A4523A74,FF2574825801
0x14ad25c,90E9BE523A74,FF2578825801
0x14ad262,90E9F85E3A74,FF257C825801
0x14ad268,90E942813B74,FF2580825801
0x14ad26e,90E96C803B74,FF2584825801
0x14ad274,90E956803B74,FF2588825801
0x14ad27a,90E910813B74,FF258C825801
0x14ad286,90E9A45F3A74,FF259C825801
0x14ad292,90E9C8233A74,FF25AC825801
0x14ad298,90E9C2243A74,FF25B0825801
0x14ad29e,90E9BC4C3A74,FF25B4825801
0x14ad2a4,90E996363A74,FF25B8825801
0x14ad2aa,90E9703A3A74,FF25BC825801
0x14ad2b0,90E9CA503A74,FF25C0825801
0x14ad2b6,90E954603A74,FF25C4825801
0x14ad2bc,90E93E923B74,FF25C8825801
0x14ad2c2,90E938633A74,FF25CC825801
0x14ad2c8,90E9D2463A74,FF25D0825801
0x14ad2ce,90E94C973A74,FF25D4825801
0x14ad2d4,90E9463C3A74,FF25D8825801
0xa5790a,90E9A069DF74,FF25DC825801
0xa57904,90E97694DF74,FF25E0825801
0xa578fe,90E96C95DF74,FF25E4825801
0xa578f8,90E9D297DF74,FF25E8825801
0xa578f2,90E9B8A2DF74,FF25EC825801
0xa578ec,90E92E69DF74,FF25F0825801
0xa578e6,90E9646ADF74,FF25F4825801
0xa578e0,90E90A7FDF74,FF25F8825801
0xa578da,90E96069DF74,FF25FC825801
0xa578d4,90E91698DF74,FF2500835801
0xa578ce,90E98C8DDF74,FF2504835801
0xa578c8,90E9E23BDF74,FF2508835801
0xa578c2,90E9E8B5DE74,FF250C835801
0xa578bc,90E91E72DF74,FF2510835801
0xa578b6,90E9247DDF74,FF2514835801
0xa578b0,90E96A8EDF74,FF2518835801
0xa578aa,90E90069DF74,FF251C835801
0xa578a4,90E91669DF74,FF2520835801
0xa5789e,90E9AC69DF74,FF2524835801
0xa57898,90E9F269DF74,FF2528835801
0xa57892,90E96872DF74,FF252C835801
0x14ad1ae,90E9AC2C3A74,FF2530835801
0x14ad1a8,90E9B24D3974,FF2534835801
0x14ad1a2,90E998813B74,FF2538835801
0x14ad196,90E9B4603A74,FF2548835801
0x14ad190,90E9AA543A74,FF254C835801
0x14ad18a,90E9D0613A74,FF2550835801
0x14ad2da,90E900A03B74,FF2554835801
0x14ad2e0,90E98A503A74,FF2558835801
0x14ad2e6,90E944233A74,FF255C835801
0xa5788c,90E9EE71DF74,FF2560835801
0xa57964,90E9066ADF74,FF2578835801
0x14ad184,90E986DB3D74,FF257C835801
0x14ad1c6,90E91457A375,FF250C825801
0x14ad280,90E9CADEA175,FF2590825801
0x14ad28c,90E92EEBA475,FF25A0825801
0x14ad19c,90E98E3DA575,FF253C835801
0xa57886,90E924704876,FF2564835801
0xa57880,90E92A884876,FF2568835801
0xa5787a,90E9F0834776,FF256C835801
0x14ad13c,90E90E52A375,FF2580835801
0x14ad142,90E9B851A375,FF2584835801
0x14ad148,90E9A2BCA575,FF2588835801
0x14ad1cc,90E92E473A74,FF2510825801
0x14ad1d2,90E978633A74,FF2514825801
0x14ad1d8,90E912933B74,FF2518825801
0x14ad1de,90E9AC7C3974,FF251C825801
0x14ad1e4,90E9C6BD3974,FF2520825801
0x14ad1ea,90E920B23974,FF2524825801
0x14ad1f0,90E92A383A74,FF2528825801
0x14ad1f6,90E9A44C3A74,FF252C825801
0x14ad1fc,90E93E983A74,FF2530825801
0x14ad202,90E9287B3974,FF2534825801
0x14ad208,90E9D2B83974,FF2538825801
0x14ad20e,90E96C613A74,FF253C825801
0x14ad214,90E9B64D3A74,FF2540825801
0x14ad21a,90E920493A74,FF2544825801
0x14ad220,90E91A5C3974,FF2548825801
0x14ad226,90E9149F3B74,FF254C825801
0x14ad22c,90E9CE7E3974,FF2550825801
0x14ad232,90E9583C3A74,FF2554825801
0x14ad238,90E9A23A3A74,FF2558825801
0x14ad23e,90E9FC7C3B74,FF255C825801
0x14ad244,90E9D6603A74,FF2560825801
0x14ad24a,90E9805F3A74,FF2564825801
0x14ad250,90E9EA523A74,FF2568825801
0x14ad256,90E9A4523A74,FF256C825801
0x14ad25c,90E9BE523A74,FF2570825801
0x14ad262,90E9F85E3A74,FF2574825801
0x14ad268,90E942813B74,FF2578825801
0x14ad26e,90E96C803B74,FF257C825801
0x14ad274,90E956803B74,FF2580825801
0x14ad27a,90E910813B74,FF2584825801
0x14ad286,90E9A45F3A74,FF2594825801
0x14ad292,90E9C8233A74,FF25A4825801
0x14ad298,90E9C2243A74,FF25A8825801
0x14ad29e,90E9BC4C3A74,FF25AC825801
0x14ad2a4,90E996363A74,FF25B0825801
0x14ad2aa,90E9703A3A74,FF25B4825801
0x14ad2b0,90E9CA503A74,FF25B8825801
0x14ad2b6,90E954603A74,FF25BC825801
0x14ad2bc,90E93E923B74,FF25C0825801
0x14ad2c2,90E938633A74,FF25C4825801
0x14ad2c8,90E9D2463A74,FF25C8825801
0x14ad2ce,90E94C973A74,FF25CC825801
0x14ad2d4,90E9463C3A74,FF25D0825801
0xa5790a,90E9A069DF74,FF25D4825801
0xa57904,90E97694DF74,FF25D8825801
0xa578fe,90E96C95DF74,FF25DC825801
0xa578f8,90E9D297DF74,FF25E0825801
0xa578f2,90E9B8A2DF74,FF25E4825801
0xa578ec,90E92E69DF74,FF25E8825801
0xa578e6,90E9646ADF74,FF25EC825801
0xa578e0,90E90A7FDF74,FF25F0825801
0xa578da,90E96069DF74,FF25F4825801
0xa578d4,90E91698DF74,FF25F8825801
0xa578ce,90E98C8DDF74,FF25FC825801
0xa578c8,90E9E23BDF74,FF2500835801
0xa578c2,90E9E8B5DE74,FF2504835801
0xa578bc,90E91E72DF74,FF2508835801
0xa578b6,90E9247DDF74,FF250C835801
0xa578b0,90E96A8EDF74,FF2510835801
0xa578aa,90E90069DF74,FF2514835801
0xa578a4,90E91669DF74,FF2518835801
0xa5789e,90E9AC69DF74,FF251C835801
0xa57898,90E9F269DF74,FF2520835801
0xa57892,90E96872DF74,FF2524835801
0x14ad1ae,90E9AC2C3A74,FF2528835801
0x14ad1a8,90E9B24D3974,FF252C835801
0x14ad1a2,90E998813B74,FF2530835801
0x14ad196,90E9B4603A74,FF2540835801
0x14ad190,90E9AA543A74,FF2544835801
0x14ad18a,90E9D0613A74,FF2548835801
0x14ad2da,90E900A03B74,FF254C835801
0x14ad2e0,90E98A503A74,FF2550835801
0x14ad2e6,90E944233A74,FF2554835801
0xa5788c,90E9EE71DF74,FF2558835801
0xa57964,90E9066ADF74,FF2570835801
0x14ad184,90E986DB3D74,FF2574835801
0x14ad14e,90E99C613A74,FF258C835801
0x14ad154,90E9B6543A74,FF2590835801
0x14ad15a,90E910623A74,FF2594835801
0x14ad160,90E97A4F3A74,FF2598835801
0x14ad166,90E944373A74,FF259C835801
0x14ad16c,90E97E643A74,FF25A0835801
0x14ad172,90E938623A74,FF25A4835801
0x14ad178,90E952263A74,FF25A8835801
0xa57a72,90E958E1DE74,FF25AC835801
0x14fc182,90E9487C3574,FF25B0835801
0x14ad17e,90E9DC4C3A74,FF25B4835801
0x14ad280,90E9CADEA175,FF2588825801
0x14ad28c,90E92EEBA475,FF2598825801
0x14ad19c,90E98E3DA575,FF2534835801
0xa57886,90E924704876,FF255C835801
0xa57880,90E92A884876,FF2560835801
0xa5787a,90E9F0834776,FF2564835801
0x14ad13c,90E90E52A375,FF2578835801
0x14ad142,90E9B851A375,FF257C835801
0x14ad148,90E9A2BCA575,FF2580835801
0x14ad286,90E9A45F3A74,FF258C825801
0x14ad292,90E9C8233A74,FF259C825801
0x14ad298,90E9C2243A74,FF25A0825801
0x14ad29e,90E9BC4C3A74,FF25A4825801
0x14ad2a4,90E996363A74,FF25A8825801
0x14ad2aa,90E9703A3A74,FF25AC825801
0x14ad2b0,90E9CA503A74,FF25B0825801
0x14ad2b6,90E954603A74,FF25B4825801
0x14ad2bc,90E93E923B74,FF25B8825801
0x14ad2c2,90E938633A74,FF25BC825801
0x14ad2c8,90E9D2463A74,FF25C0825801
0x14ad2ce,90E94C973A74,FF25C4825801
0x14ad2d4,90E9463C3A74,FF25C8825801
0xa5790a,90E9A069DF74,FF25CC825801
0xa57904,90E97694DF74,FF25D0825801
0xa578fe,90E96C95DF74,FF25D4825801
0xa578f8,90E9D297DF74,FF25D8825801
0xa578f2,90E9B8A2DF74,FF25DC825801
0xa578ec,90E92E69DF74,FF25E0825801
0xa578e6,90E9646ADF74,FF25E4825801
0xa578e0,90E90A7FDF74,FF25E8825801
0xa578da,90E96069DF74,FF25EC825801
0xa578d4,90E91698DF74,FF25F0825801
0xa578ce,90E98C8DDF74,FF25F4825801
0xa578c8,90E9E23BDF74,FF25F8825801
0xa578c2,90E9E8B5DE74,FF25FC825801
0xa578bc,90E91E72DF74,FF2500835801
0xa578b6,90E9247DDF74,FF2504835801
0xa578b0,90E96A8EDF74,FF2508835801
0xa578aa,90E90069DF74,FF250C835801
0xa578a4,90E91669DF74,FF2510835801
0xa5789e,90E9AC69DF74,FF2514835801
0xa57898,90E9F269DF74,FF2518835801
0xa57892,90E96872DF74,FF251C835801
0x14ad1ae,90E9AC2C3A74,FF2520835801
0x14ad1a8,90E9B24D3974,FF2524835801
0x14ad1a2,90E998813B74,FF2528835801
0x14ad196,90E9B4603A74,FF2538835801
0x14ad190,90E9AA543A74,FF253C835801
0x14ad18a,90E9D0613A74,FF2540835801
0x14ad2da,90E900A03B74,FF2544835801
0x14ad2e0,90E98A503A74,FF2548835801
0x14ad2e6,90E944233A74,FF254C835801
0xa5788c,90E9EE71DF74,FF2550835801
0xa57964,90E9066ADF74,FF2568835801
0x14ad184,90E986DB3D74,FF256C835801
0x14ad14e,90E99C613A74,FF2584835801
0x14ad154,90E9B6543A74,FF2588835801
0x14ad15a,90E910623A74,FF258C835801
0x14ad160,90E97A4F3A74,FF2590835801
0x14ad166,90E944373A74,FF2594835801
0x14ad16c,90E97E643A74,FF2598835801
0x14ad172,90E938623A74,FF259C835801
0x14ad178,90E952263A74,FF25A0835801
0xa57a72,90E958E1DE74,FF25A4835801
0x14fc182,90E9487C3574,FF25A8835801
0x14ad17e,90E9DC4C3A74,FF25AC835801
0x14ad28c,90E92EEBA475,FF2590825801
0x14ad19c,90E98E3DA575,FF252C835801
0xa57886,90E924704876,FF2554835801
0xa57880,90E92A884876,FF2558835801
0xa5787a,90E9F0834776,FF255C835801
0x14ad13c,90E90E52A375,FF2570835801
0x14ad142,90E9B851A375,FF2574835801
0x14ad148,90E9A2BCA575,FF2578835801
0x14ad292,90E9C8233A74,FF2594825801
0x14ad298,90E9C2243A74,FF2598825801
0x14ad29e,90E9BC4C3A74,FF259C825801
0x14ad2a4,90E996363A74,FF25A0825801
0x14ad2aa,90E9703A3A74,FF25A4825801
0x14ad2b0,90E9CA503A74,FF25A8825801
0x14ad2b6,90E954603A74,FF25AC825801
0x14ad2bc,90E93E923B74,FF25B0825801
0x14ad2c2,90E938633A74,FF25B4825801
0x14ad2c8,90E9D2463A74,FF25B8825801
0x14ad2ce,90E94C973A74,FF25BC825801
0x14ad2d4,90E9463C3A74,FF25C0825801
0xa5790a,90E9A069DF74,FF25C4825801
0xa57904,90E97694DF74,FF25C8825801
0xa578fe,90E96C95DF74,FF25CC825801
0xa578f8,90E9D297DF74,FF25D0825801
0xa578f2,90E9B8A2DF74,FF25D4825801
0xa578ec,90E92E69DF74,FF25D8825801
0xa578e6,90E9646ADF74,FF25DC825801
0xa578e0,90E90A7FDF74,FF25E0825801
0xa578da,90E96069DF74,FF25E4825801
0xa578d4,90E91698DF74,FF25E8825801
0xa578ce,90E98C8DDF74,FF25EC825801
0xa578c8,90E9E23BDF74,FF25F0825801
0xa578c2,90E9E8B5DE74,FF25F4825801
0xa578bc,90E91E72DF74,FF25F8825801
0xa578b6,90E9247DDF74,FF25FC825801
0xa578b0,90E96A8EDF74,FF2500835801
0xa578aa,90E90069DF74,FF2504835801
0xa578a4,90E91669DF74,FF2508835801
